8023702|[2369936911, 1567501078308048901, 1052674617930854402, 1379192702152159236, 1533834646428995590, 1470685215412473859, 1497359474490851330, 1163553662590808064, 2195949512, 1332427285589352455, 93843798, 1103472823]
1109283084355158016|[8023702]
1183898421175951361|[8023702, 1361217682960506883, 1220504487674175489]
290598723|[8023702, 14793715, 2770097402, 47681045, 14793715]
42852056|[8023702, 1402408466606665733, 21651710, 10076342, 71738903]
128924360|[8023702, 71150582]
15996814|[8023702, 67359862, 1507759481958313984, 2891727760]
901350469|[8023702, 916435165102116866]
306604381|[8023702, 1253944922924711936, 306696813, 876578337950498816, 74507453]
258582919|[8023702, 20649986, 14793715, 791383557352529920, 14793715, 791383557352529920]
30582674|[8023702, 1103027667434131456, 752800619648282624, 4861405357, 61684926, 4237231035, 111979560]
2369936911|[2994949788]
141583879|[2369936911, 2369936911, 94458848, 199242713]
358547585|[2369936911, 31599540, 1282450358770565120]
216276774|[2369936911]
65326599|[2369936911, 1205004095351873536, 1150502776776155142, 882724105056858112, 176852979, 758916949048823808, 713915059366268929, 1569647137, 136001514, 211740422, 606689159]
821719164|[1183898421175951361, 1093101997358632960, 3386776695, 1183898421175951361, 1006562061248356352, 1638780169, 940720777858387968, 974916799413104641, 34888924]
1670911501|[1183898421175951361, 1490495750996115456, 3314346402, 2954085300, 774239760311316480, 790012479753580544, 763208490651385861, 1172218163536302081, 852208900506038272, 2803003278]
2803003278|[1183898421175951361, 1183898421175951361, 4626286941]
347378097|[1183898421175951361, 3386776695, 1183898421175951361, 1172218163536302081, 3314346402, 862859223041888256, 738049365718249476, 738050690543669248, 2469694002, 1418437645, 235313026]
904216800|[1183898421175951361, 3386776695, 1183898421175951361, 702334526299594754, 1418437645]
321451855|[290598723, 290598723, 848986698394607616, 835594445852639232]
14793715|[290598723, 258582919, 3196485163, 1156450825226641408, 275662527, 15199204, 3090999759]
240531405|[290598723, 1598440306340679680, 72033054, 20649986, 221605861]
2372266387|[42852056, 3291946923]
485164579|[42852056, 571323774]
71738903|[42852056, 42852056]
71409095|[42852056, 118846663, 2888877367, 94057554]
58224537|[42852056, 1176483831181959168, 785614216296222720]
127665426|[128924360]
71150582|[128924360]
2368290054|[15996814, 15996814, 1557486405634248705, 2424036866, 1414626416616935431, 1127323252198653953, 1385695993966907393]
1105680121015394304|[15996814, 15996814, 27306024]
1961882222|[15996814, 15996814, 2379481382, 311505671, 25947426]
1102380453317804032|[15996814]
116885857|[15996814, 1495810077051211793, 15996814, 1361259135061291011]
877624412689887233|[15996814]
1309890170028797959|[15996814, 2300566448, 1361259135061291011]
1286050326295052288|[15996814, 2300566448]
811954492547756036|[15996814]
429638861|[306604381]
778360451109425152|[306604381, 1542499509904760832]
2795499075|[306604381, 1145905975, 166975734, 199725689]
555502575|[306604381]
918421848|[306604381, 1590892916767072256, 599836117, 1227775937128865794, 815988849960767488, 797642593823813632]
2425020397|[306604381, 381040884]
147267146|[306604381, 242876357, 1136990099168747521, 2368347505, 981326160, 1054454494401052675, 1026938224982286336]
337526255|[258582919]
918574534193709057|[258582919, 1019610825034747905, 979431401341800448, 854408629000310784]
791383557352529920|[258582919, 3304667569, 168732322, 396522948, 921475237266575360, 786730713118715904, 18482303, 189758527, 258582919, 15058244]
774276587952992256|[258582919, 1027192274, 45929292, 936038355783086081, 736619135908646912, 64323291, 752320652003176449, 480840323, 895280851336015872, 3913752910]
39975405|[30582674, 1391138887083479046, 893263678111227905, 1269745057873178631, 1195613524590022661, 334343272, 208822632, 834674238]
2185179295|[30582674, 24992888]
2174938526|[30582674, 388031099, 782228574497562624, 341329317]
607750047|[30582674, 1136980224497856516, 1648075680, 137439571]
201265563|[30582674, 962141907647418371, 1182725295239041024, 467862099]
341329317|[30582674, 24992888, 2284282899]
2994949788|[3870773735, 773886658072702976, 3870773735]
2995008415|[2994949788, 2994949788]
257372161|[2994949788, 4072990755]
224472567|[2994949788, 3783650969, 2766862322, 2994949788, 2932485849, 2902067408]
187819684|[2994949788, 3232112373, 3207454259, 95386787, 2994949788, 2959556068]
381726766|[2994949788, 1468569003551764480, 3153880913, 931455358559752192, 2688047743, 2397451081]
6137132|[2994949788, 3283725879, 3218499876, 3224152354]
211740422|[2994949788, 2994949788, 130563443]
606689159|[2994949788, 2994949788]
32354244|[2994949788, 717165074201321472, 480275811, 2994949788, 32841458, 529187430]
816802441979011072|[358547585]
7940882|[358547585]
31599540|[358547585]
434957799|[821719164]
463115688|[821719164]
571123406|[821719164]
630683717|[821719164]
334105025|[821719164]
334140098|[821719164]
334136934|[821719164, 904216800]
968548920|[1670911501]
2753518744|[1670911501]
2461905914|[1670911501]
1697233596|[2803003278]
361958984|[347378097]
237937964|[347378097]
263311024|[347378097]
462089812|[347378097]
1163283367|[347378097]
845724038|[347378097]
1273968830|[904216800]
791545604|[904216800]
14110153|[321451855]
3215370069|[321451855]
39377679|[321451855]
37872765|[321451855]
7078982|[321451855]
15986263|[14793715]
1156450825226641408|[14793715]
275662527|[14793715]
15199204|[14793715]
35692415|[14793715]
1334662105|[14793715]
21792579|[14793715]
571323774|[14793715, 485164579]
1598440306340679680|[240531405]
20649986|[240531405]
19481317|[240531405]
297468272|[240531405]
249986178|[240531405]
1151522322|[240531405]
789913892|[240531405]
774888344|[2372266387]
2372269621|[2372266387]
25436418|[485164579]
27136728|[485164579]
41914650|[2368290054]
2424036866|[2368290054]
69644835|[2368290054]
806384612343746560|[2368290054]
1229970043129098241|[2368290054]
1135291561|[2368290054]
851985709665632257|[2368290054]
27306024|[1105680121015394304]
1111687929674424320|[1105680121015394304]
1515341101|[1105680121015394304]
915284870816923648|[1105680121015394304]
4771517443|[1105680121015394304]
101878066|[1961882222]
990750194|[116885857]
4295468119|[116885857]
2560286846|[116885857]
2300566448|[116885857]
615215374|[116885857]
797438503|[116885857]
1261366870965452802|[1309890170028797959]
61197650|[1309890170028797959]
153830621|[1309890170028797959]
264368387|[1309890170028797959]
243233870|[1309890170028797959]
24869214|[1309890170028797959]
2218389068|[778360451109425152]
2210922284|[778360451109425152]
1227775937128865794|[918421848]
4832106780|[918421848]
2303509752|[918421848]
2992818915|[918421848]
1094212136|[918421848]
204997567|[918421848]
56294644|[2425020397]
337244655|[2425020397]
30324932|[147267146]
3963025332|[147267146]
3846194409|[147267146]
2906287412|[147267146]
3079397272|[147267146]
2822927983|[147267146]
925876417|[147267146]
1318962091|[147267146]
2542561284|[147267146]
1019610825034747905|[918574534193709057]
979431401341800448|[918574534193709057]
2268104474|[918574534193709057]
1396130324|[918574534193709057]
3420871445|[918574534193709057]
827018691099447296|[918574534193709057]
168732322|[791383557352529920]
786730713118715904|[791383557352529920]
2846842799|[791383557352529920]
260979287|[791383557352529920]
93976973|[39975405]
56840392|[39975405]
422264737|[2185179295]
237105520|[2185179295]
56696782|[2174938526]
385571402|[2174938526]
280288752|[607750047]
606642480|[607750047]
1090600861|[201265563]
1526238625|[201265563]
226697048|[201265563]
1670156641|[201265563]
1025437160|[341329317]
1072840046|[3870773735]
2996298317|[2995008415]
2994988748|[2995008415]
2996324788|[2995008415]
555364917|[381726766]
555372873|[381726766]
4807704792|[381726766]
785716718|[381726766]
